artist,tags
Nocow,"future garage, dubstep, electronic, downtempo, UK Garage"
Stray Cats,"rockabilly, psychobilly, rock n roll, 80s, rock"
DJ Diego Rojas,"electronica, techno, House, deejay, dj"
Choir of Young Believers,"indie, danish, seen live, folk, singer-songwriter"
King Khan & The Shrines,"seen live, Garage Rock, funk, soul, Garage Punk"
Smallpeople,"deep house, House, chillout, electronic, lounge"
Tiger Trap,"twee, indie pop, indie, female vocalists, indie rock"
Taj Mahal,"blues, blues rock, folk, acoustic, rock"
Soil,"metal, hard rock, Nu Metal, alternative metal, rock"
Jennifer Hudson,"rnb, soul, female vocalists, pop, American Idol"
Smith & Burrows,"british, indie, male vocalists, Andy Burrows, Tom Smith"
FM3,"ambient, electronic, minimal, chinese, China"
Discodeine,"electronic, electro, nu disco, french, Disco"
M.O.P.,"Hip-Hop, rap, hip hop, hardcore rap, new york"
Naing Naing,"experimental, Avant-Garde, musique concrete, Concrete pop, avantgardener"
Addison Groove,"Juke, dubstep, electronic, House, footwork"
The Cancel,"instrumental hip-hop, abstract hip-hop, beats, instrumental hip hop, abstract hip hop"
Body Language,"electronic, electropop, indie pop, indie, dance"
Little Fish,"seen live, rock, singer-songwriter, indie, alternative"
The Shaggs,"outsider, Lo-Fi, psychedelic, indie, rock"
BrightBlack,"folk, psychedelic, experimental, blues, psychedelic folk"
Boogie Down Productions,"Hip-Hop, rap, hip hop, old school, Old School Hip Hop"
Little Comets,"indie, indie rock, british, alternative, indie pop"
Phalangius,"ambient, strange life, hauntology, Legowelt, listen"
Wings,"classic rock, rock, 70s, british, pop"
Robert Glasper Experiment,"jazz, Hip-Hop, experimental, jazz-hop, piano jazz"
The Adicts,"punk, punk rock, Oi, British Punk, british"
Sleeper Agent,"indie rock, Garage Rock, post-punk, rock, indie"
Foxboro Hot Tubs,"Garage Rock, rock, Rock and Roll, punk, indie"
Maximum Joy,"post-punk, new wave, funk, Post punk, bristol"
אביב גדג',"seen live, rock, alternative, Israel, hebrew"
Kim Hiorthøy,"idm, electronica, electronic, experimental, norwegian"
Christian Kjellvander,"seen live, singer-songwriter, swedish, Alt-country, americana"
Jichael Mackson,"minimal, techno, minimal techno, minimal house, microhouse"
Детидетей,"Belarusian, folk, art-rock, female vocalists, rock"
Мои Ракеты Вверх,"indie, indie rock, post-grunge, russian, alternative"
Blasted Mechanism,"seen live, alternative, portuguese, alternative rock, electronic"
Jahcoozi,"electronic, electro, seen live, Berlin, female vocalists"
I'm Not A Gun,"post-rock, electronic, instrumental, ambient, idm"
Garou,"french, male vocalists, soft rock, pop, Canadian"
The Puppini Sisters,"swing, jazz, female vocalists, british, 50s"
Adonis,"acid house, House, Chicago House, Acid, electronic"
The Pointer Sisters,"Disco, 80s, pop, soul, female vocalists"
Shaggy,"reggae, dancehall, Hip-Hop, pop, rnb"
Aromabar,"chillout, lounge, downtempo, electronic, electronica"
Shooting at Unarmed Men,"seen live, post-punk, indie rock, indie, rock"
Birdengine,"folk, dark, dark folk, seen live, electronic"
The Aliens,"indie, psychedelic, alternative, experimental, Scottish"
Adept,"post-hardcore, screamo, hardcore, emocore, seen live"
Scott Matthew,"singer-songwriter, indie, alternative, rock, seen live"
Panopticon,"black metal, atmospheric black metal, anarchist black metal, rabm, red and anarchist black metal"
Talbot Tagora,"psychedelic, punk, queercore, seen live, seattle"
Dear Reader,"seen live, indie, folk, south african, indie folk"
Mild High Club,"psychedelic pop, psychedelic, jazz, Lo-Fi, Neo-Psychedelia"
Zoo Kid,"dream pop, rock, kid wonder, Surf, indie"
Michael Brecker,"jazz, saxophone, Fusion, contemporary jazz, funk"
Mirror,"ambient, post-rock, drone, math rock, electronic"
Federal,"seen live, indie, emo, folk, French Bands"
Candan Erçetin,"Turkish Pop, turkish, female vocalists, pop, world"
Matching Mole,"Progressive rock, Canterbury, Canterbury Scene, psychedelic, Jazz Rock"
Epik High,"Korean, Hip-Hop, k-pop, hip hop, Kpop"
The Flying Burrito Brothers,"country, country rock, Alt-country, americana, rock"
Kaleo,"rock, seen live, icelandic, blues rock, alternative rock"
Lavender Diamond,"seen live, indie, female vocalists, folk, indie pop"
Aisha Duo,"jazz, Soft jazz, some bullshit I got for free that I feel too guilty to delete for the sake of the artist, experimental, melodic"
Augury,"progressive death metal, Technical Death Metal, death metal, Progressive metal, metal"
Gripin,"turkish rock, turkish, rock, alternative rock, alternative"
Knifehandchop,"breakcore, idm, electronic, Raggacore, electronica"
Twilite,"seen live, acoustic, polish, indie, singer-songwriter"
Mia Doi Todd,"folk, singer-songwriter, female vocalists, indie, acoustic"
Bridget St John,"folk, singer-songwriter, british folk, female vocalists, 60s"
✝✝✝ (Crosses),"electronic, experimental, trip-hop, alternative, alternative metal"
Telepopmusik,"electronic, chillout, trip-hop, downtempo, electronica"
Appaloosa,"seen live, electronic, Drum and bass, italian, alternative"
Les Rythmes Digitales,"electronic, dance, House, electro, electronica"
Rick Wade,"deep house, House, detroit house, detroit, deeep house"
Siekiera,"post-punk, punk, cold wave, polish, punk rock"
Vapnet,"seen live, swedish, indie pop, indie, pop"
Big Big Train,"Progressive rock, art rock, rock, british, Progressive"
Three Drives,"trance, progressive trance, dance, electronic, electronica"
Chipzel,"chiptune, 8-bit, electronic, 8bit, chiptunes"
Oliver,"House, electronic, 60s, Disco, psychedelic"
Ghostemane,"cloud rap, Hip-Hop, rap, Horrorcore, Trap Metal"
Modestep,"dubstep, electronic, seen live, chillstep, UK"
PASTEL GHOST,"synthpop, dreamwave, electronic, witch house, chillwave"
Jimi Tenor & Kabu Kabu,"jazz, funk, afrobeat, jazz-funk, experimental"
Sean Kingston,"rnb, Hip-Hop, reggae, pop, hip hop"
Culcha Candela,"reggae, dancehall, german, seen live, ragga"
Half-Handed Cloud,"indie, Lo-Fi, indie pop, experimental, folk"
Duke Dumont,"House, electronic, electro, deep house, seen live"
bionulor,"ambient, electronic, experimental, minimal, polish"
Apartment 3G,"punk, punk rock, hardcore punk, USA, portland"
Christmas Island,"Lo-Fi, garage pop, noise pop, pop, noise"
City Girl,"electronic, Lo-Fi, Hip-Hop, ambient, beats"
Óskar Guðjónsson & Skúli Sverrisson,"jazz, improvisation, Electric Bass, All, not available on Last-fm radio yet"
Triarii,"martial industrial, neoclassical, dark ambient, martial, industrial"
Daniel Higgs,"experimental, seen live, folk, psychedelic, psych folk"
"Jump, Little Children","indie, seen live, alternative, indie rock, rock"
Art Bears,"Avant-Garde, Progressive rock, experimental, Rock In Opposition, RIO"
Bad Livers,"bluegrass, Alt-country, country, folk, austin"
Paris Motel,"indie pop, female vocalists, seen live, chamber pop, indie"
Emahoy Tsegué-Maryam Guèbrou,"piano, jazz, ethiopia, ethiopian, ethiopian jazz"
Bob Seger,"classic rock, rock, singer-songwriter, 80s, soft rock"
Ben Woods,"ambient, piano, instrumental, minimalism, post-rock"
Stuart A. Staples,"singer-songwriter, chamber pop, indie, seen live, melancholy"
The Pearlfishers,"Scottish, indie pop, indie, british, pop"
Kilowatts,"idm, electronic, downtempo, ambient, chillout"
Intérprete desconhecido,"Soundtrack, romantic, miles davis, Favorite, Nu Metal"
Healer,"ambient, chillout, psychill, downtempo, electronic"
Daniel Darc,"chanson francaise, french, chanson, seen live, pop"
Tragedy,"Crust, hardcore, d-beat, neocrust, punk"
Disarmonia Mundi,"Melodic Death Metal, death metal, metal, Progressive metal, gothenburg metal"
dBridge,"Drum and bass, Drum n Bass, liquid funk, dnb, autonomic"
Los Fabulosos Cadillacs,"ska, argentina, Rock Argentino, latin, rock"
Jape,"seen live, indie, irish, alternative, dance rock"
Hollertronix,"electronic, mash-up, Hip-Hop, dance, mashup"
Amandine,"folk, swedish, indie, indie pop, scandinavian"
Jim Steinman,"rock, musical, classic rock, composer, 80s"
Pink Reason,"shoegaze, experimental, Lo-Fi, noise rock, shitgaze"
Little Walter,"blues, harmonica blues, Chicago Blues, harmonica, delta blues"
Alpine,"indie, australian, synthpop, alternative, synth pop"
Arild Andersen,"jazz, bass, contemporary jazz, ECM, norwegian jazz"
Bob Moses,"deep house, House, jazz, electronic, free jazz"
Bob Dylan and The Band,"folk rock, classic rock, folk, singer-songwriter, rock"
Sea Pinks,"Surf, indie pop, alternative, Retro, indie"
Vader,"death metal, polish, seen live, thrash metal, metal"
Austin Newcomers,"alternative, rock, Canadian, indie, seen live"
Audio War,"industrial, ebm, rock, industrial rock, under 2000 listeners"
NAV,"black metal, Hip-Hop, rap, canada, trap"
Neelix,"psytrance, progressive psytrance, progressive trance, goa, psychedelic"
Josh Kelley,"singer-songwriter, acoustic, rock, pop, Acoustic Rock"
Hüseyin Karadayi,"electronic, dance, House, dj, turkish"
Violent Soho,"Grunge, alternative rock, australian, seen live, indie"
Psychedelic Horseshit,"Lo-Fi, noise rock, shitgaze, experimental, noise"
Madeon,"electronic, dance, french, DIsco House, House"
Jeanette,"pop, spanish, female vocalists, german, pop rock"
R.L. Burnside,"blues, delta blues, Electric Delta Blues, mississippi, modern electric blues"
Benoit & Sergio,"electronic, minimal, experimental, electronica, indie"
Roy Ayers Ubiquity,"funk, jazz, soul, Fusion, soul jazz"
Fabio Orsi,"ambient, drone, experimental, instrumental, psychedelic"
Jack Stauber,"indie pop, hypnagogic pop, zolo, synthpop, bedroom pop"
Dezarie,"reggae, roots reggae, dub, Virgin Islands Reggae, roots"
Icehouse,"new wave, 80s, australian, pop, rock"
Sick of It All,"hardcore, seen live, nyhc, hardcore punk, punk"
Oumou Sangare,"african, mali, world, africa, World Music"
Mickey Moonlight,"electronic, ed banger, funk, space disco, electro"
Dudley Perkins,"Hip-Hop, Stones throw, soul, underground hip-hop, hip hop"
Alex M.O.R.P.H.,"trance, progressive trance, uplifting trance, melodic trance, electronic"
Strike the Colours,"Scottish, indie pop, seen live, indie, acoustic"
Block 16,"lounge, trip-hop, downtempo, chillout, acid jazz"
Super_Collider,"electronic, experimental, techno, soul, glitch"
Daryl Hall & John Oates,"80s, pop, soft rock, classic rock, rock"
Pidgeon,"folk rock, folk, female vocalists, post-punk, gay"
Rose Elinor Dougall,"female vocalists, singer-songwriter, pop, indie pop, british"
Mariza,"fado, portuguese, female vocalists, Portugal, world"
Animal Liberation Orchestra,"acoustic, Jam, funk, singer-songwriter, rock"
Letum,"dark ambient, industrial, ambient, cold meat industry, experimental"
Vybz Kartel,"dancehall, reggae, ragga, jamaica, dancehall reggae"
Middle Brother,"Alt-country, indie, americana, kickasstic, Recommended"
The Curtains,"indie, Lo-Fi, experimental, psychobilly, seen live"
ITZY,"k-pop, Kpop, pop, Korean, girl group"
For Against,"post-punk, shoegaze, dream pop, new wave, indie rock"
Ijahman Levi,"reggae, roots reggae, roots, dub, Rasta"
TTC,"Hip-Hop, french, electronic, rap, hip hop"
DJ Stingray,"electro, techno, detroit electro, detroit techno, nu electro"
RZL DZL,"hardcore, hardcore punk, punk, detroit, oldschool hardcore"
Sand Circles,"seen live, electronic, ambient, experimental, chillwave"
Brother Firetribe,"hard rock, finnish, AOR, seen live, rock"
Der Golem,"dark ambient, drone, experimental, Post-Industrial, russian"
Phillip Wilkerson,"ambient, drone, experimental, minimal, electronic"
Marc Hartman,"downtempo, electronic, ambient, lounge, Chill House"
Ralph Kirshbaum,"Classical, cello, instrumental, USA, Bach"
Axwell,"House, dance, electronic, club, swedish"
Junior Murvin,"reggae, roots reggae, dub, 70s, roots"
Kemialliset Ystävät,"experimental, psychedelic, finnish, psychedelic folk, folk"
Bon Iver & St. Vincent,"folk, indie, acoustic, singer-songwriter, Soundtrack"
Eivind Aarset,"jazz, electronic, ambient, experimental, norwegian"
Paul Anka,"swing, jazz, oldies, Canadian, easy listening"
Chris Potter,"jazz, saxophone, contemporary jazz, Modern creative jazz, funky"
Pinhani,"turkish rock, turkish, soft rock, alternative rock, pinhani"
Sickboy,"breakcore, mashup, experimental, idm, electronic"
IV,"electro, Russia, atmospheric black metal, iv, Horror-wave"
Acda en de Munnik,"dutch, Nederlandstalig, seen live, pop, Nederpop"
Holly Throsby,"australian, singer-songwriter, seen live, female vocalists, acoustic"
Bad Sports,"Garage Punk, punk, Garage Rock, dirtnap records, punk rock"
Bosques de mi Mente,"piano, ambient, instrumental, minimalism, post-rock"
The Pyramids,"Surf, free jazz, surf rock, jazz, rocksteady"
The Bamboos,"funk, soul, deep funk, australian, tru thoughts"
The Good Life,"indie, seen live, Saddle Creek, indie rock, folk"
Depth Affect,"idm, electronic, glitch, Hip-Hop, electronica"
Samavayo,"Stoner Rock, seen live, rock, heavy rock, german"
Chris Stapleton,"country, americana, singer-songwriter, folk, bluegrass"
Andre Matos,"Power metal, heavy metal, melodic metal, brazilian metal, metal"
The Amenta,"death metal, Industrial Death Metal, industrial metal, australian, seen live"
Marie Möör,"minimal synth, new wave, electronic, french, synthpop"
The Red Army Choir,"russian, choir, Classical, choral, Soviet"
Worakls,"techno, minimal, minimal techno, electronic, instrumental"
Darkwood Dub,"electronic, alternative, seen live, serbian, dub"
George Wassouf,"arabic, Syrian, George wassouf, Arabic Oldies, tarab"
Der Weg einer Freiheit,"black metal, atmospheric black metal, german, seen live, progressive black metal"
Remy Zero,"indie, alternative, rock, alternative rock, indie rock"
Música Para Bebés Exigentes de I’m In Records,"indie, alternative, rock, alternative rock, indie rock"
Manel Cruz,"experimental, portuguese, alternative, seen live, alternative rock"
"Soyka, Yanina i Tie Break","acoustic, polish, poland, jazz"
Almendra,"Rock Argentino, argentina, rock, 60s, Rock en Espanol"
Aleph-1,"minimal, ambient, electronic, experimental, idm"
Fenomenon,"downtempo, lounge, ambient, JazzCancer, norwegian"
Dance party. Dance! Dance!,"post-hardcore, experimental, electronic, indie, Ukrainian"
The Thrillseekers,"trance, vocal trance, electronic, chillout, ambient"
Blame,"Drum and bass, Drum n Bass, jungle, dnb, electronic"
Koru,"chillout, ambient, lounge, jazz, downtempo"
Headless Chickens,"New Zealand, Kiwi, alternative, flying nun, electronic"
Samiam,"emo, seen live, punk, punk rock, indie"
BBC Radio 3,"bbc, podcast, Radio, spoken word, Classical"
Nicolai Dunger,"singer-songwriter, swedish, seen live, indie, folk"
Eduardo Paniagua,"medieval, early music, renaissance, Classical, instrumental"
Steps,"pop, dance, british, 90s, bubblegum"
Big Country,"new wave, 80s, rock, Scottish, alternative"
Lanterns on the Lake,"dream pop, indie, british, female vocalists, atmospheric"
Lily Chou-Chou,"japanese, Soundtrack, female vocalists, ethereal, ether"
Pita,"noise, experimental, electronic, idm, seen live"
Cem Güney,"ambient, experimental, Avant-Garde, abstract, minimal"
The Normal,"electronic, new wave, post-punk, synth pop, electronica"
Tonikom,"idm, experimental, Drum and bass, electronic, industrial"
Volsoc,"electro, electronic, nu electro, e-l-e-c-t-r-o, techno"
Lars Frederiksen and the Bastards,"punk, punk rock, street punk, hardcore, ska"
Bad Manners,"ska, two-tone, 2 tone, british, reggae"
Bim Sherman,"reggae, dub, roots reggae, On-U Sound, roots"
Daisy Chainsaw,"punk, Grunge, female vocalists, alternative, rock"
The Dream Syndicate,"post-punk, Paisley Underground, indie rock, rock, 80s"
Ssaliva,"chillwave, Lo-Fi, psychedelic, ambient, electronic"
PMMP,"seen live, finnish, pop, female vocalists, rock"
Tracktor Bowling,"alternative, russian alternative, female vocalists, Nu-metal, russian"
Carpet Musics,"electronic, ambient, lounge, chill, chillout"
Peter and Kerry,"indie, folk, acoustic, indie pop, singer-songwriter"
Beth Ditto,"electronic, female vocalists, electropop, pop, dance"
Please Inform the Captain This is a Hijack,"screamo, punk, hardcore, post-hardcore, emo"
Fred Neil,"folk, singer-songwriter, blues, 60s, folk-rock"
Truckfighters,"Stoner Rock, desert rock, seen live, stoner, fuzz rock"
Do Nascimiento,"screamo, math rock, emo, italian, post-hardcore"
Hot Toddy,"deep house, House, electronic, funk, dance"
Nervous Wretch,"electronic, electronica, instrumental, ambient, experimental"
ClickClickDecker,"indie, singer-songwriter, german, seen live, deutsch"
